"id","Name","City","Country","IATA","Latitude","Longitude"
"1930","Lifou Airport","Lifou","New Caledonia","LIF","-20.77479935","167.2400055"
"4455","Portsmouth International at Pease Airport","Portsmouth","United States","PSM","43.07789993","-70.82330322"
"2521","María Dolores Airport","Los Angeles","Chile","LSQ","-37.40169907","-72.42539978"
"91","Maniwaki Airport","Maniwaki","Canada","YMW","46.27280045","-75.99060059"
"5922","Ye Airport","Ye","Burma","XYE","15.30000019","97.86699677"
"5613","Saskylakh Airport","Saskylakh","Russia","SYS","71.92790222","114.0800018"
"9448","Fresno Chandler Executive Airport","Fresno","United States","FCH","36.732399","-119.82"
"9614","La Porte Municipal Airport","La Porte","United States","LPO","41.57249832","-86.73449707"
"10612","Ord River Airport","","","ODR","-17.34079933","128.9120026"
"7424","Boun Neau Airport","Phongsaly","Laos","PCQ","21.6475","101.9"
"1926","Raiatea Airport","Raiatea Island","French Polynesia","RFP","-16.7229","-151.466003"
"10325","Kontum Airport","Thành Phố Kon Tum","Vietnam","KON","14.35000038","108.0169983"
"10462","Cape Flattery Airport","Hope Vale","Australia","CQP","-14.970832","145.311667"
"2400","Comandante Gustavo Kraemer Airport","Bage","Brazil","BGX","-31.39049911","-54.11220169"
"6282","Alldays Airport","Alldays","South Africa","ADY","-22.67900085","29.05550003"
"6030","Ourilândia do Norte Airport","Ourilandia do Norte","Brazil","OIA","-6.763100147","-51.04990005"
"8202","PECS/POGANY","Pogány","Hungary","QPJ","45.9892","18.2421"
"10504","Exmouth Airport","North West Cape","Australia","EXM","-22.0333004","114.0999985"
"10104","Solita Airport","","","SOH","3.016667","-71.75"
"3432","Wright AAF (Fort Stewart)/Midcoast Regional Airport","Wright","United States","LIY","31.889099","-81.562303"
"4446","Muskegon County Airport","Muskegon","United States","MKG","43.16949844","-86.23819733"
"6294","Kericho Airport","Kericho","Kenya","KEY","-0.3899","35.242093"
"10294","Mukhaizna Airport","","","UKH","19.38638889","56.40138889"
"8164","ARNHEIM/DEELEN","Hoenderloo","Netherlands","QAR","52.0597","5.8722"
"10336","Kurnool Airport","Kannamadakala","India","KJB","15.716288","78.16923"
"8100","Ustupu Island","Mulatupo O Sasardi","Panama","OGM","8.945","-77.734"
"8929","Sabi Sabi Airport","Sabie Park","South Africa","GSS","-24.94737543","31.44884777"
"9193","Masasi Airport","Masasi","Tanzania","XMI","-10.7329998","38.76699829"
"10399","Muhammad Taufiq Kiemas Airport","","Indonesia","TFY","-5.211562","103.936501"
"7770","Crooked Creek","Crooked Creek","United States","CKD","61.8679","-158.1349"
"2731","Sir Grantley Adams International Airport","Bridgetown","Barbados","BGI","13.07460022","-59.49250031"
"4625","Haines Airport","Haines","United States","HNS","59.24380112","-135.5240021"
"10629","Singleton Airport","Whittingham","Australia","SIX","-32.600832","151.193056"
"4914","Kubin Airport","Kubin","Australia","KUG","-10.22500038","142.2180023"
"1449","Thessaloniki Macedonia International Airport","Thessaloniki","Greece","SKG","40.5196991","22.97089958"
"3104","Sultan Abdul Halim Airport","Alor Setar","Malaysia","AOR","6.189670086","100.3980026"
"704","Gällivare Airport","Gallivare","Sweden","GEV","67.13240051","20.81459999"
"2456","João Correa da Rocha Airport","Maraba","Brazil","MAB","-5.368589878","-49.13800049"
"3606","Charleston Air Force Base-International Airport","Charleston","United States","CHS","32.89860153","-80.04049683"
"2703","La Fria Airport","La Fria","Venezuela","LFR","8.239167213","-72.27102661"
"4443","Lancaster Airport","Lancaster","United States","LNS","40.12170029","-76.2960968"
"8180","GUAIRA","","Brazil","QGA","-24.0792","-54.1875"
"1151","Lake Manyara Airport","Lake Manyara","Tanzania","LKY","-3.37631011","35.81829834"
"8897","Méndez Airport","Chupianza","Ecuador","MZD","-2.733330011","-78.3167038"
"814","Newcastle Airport","Newcastle","South Africa","NCS","-27.77059937","29.9769001"
"9390","Kickapoo Downtown Airport","Wichita Falls","United States","KIP","33.85779953","-98.49040222"
"8566","Dirico Airport","Dirico","Angola","DRC","-17.98192406","20.76806068"
"7171","Chañaral Airport","Chañaral","Chile","CNR","-26.33250046","-70.6072998"
"859","Kasane Airport","Kasane","Botswana","BBK","-17.83289909","25.16239929"
"4298","Åre Östersund Airport","Östersund","Sweden","OSD","63.19440079","14.50030041"
"1203","Reus Air Base","Reus","Spain","REU","41.1473999","1.167170048"
"5003","Bayankhongor Airport","Bayankhongor","Mongolia","BYN","46.16329956","100.7040024"
"430","Kauhajoki Airport","Kauhajoki","Finland","KHJ","62.46250153","22.39310074"
"8782","Fort McMurray / Mildred Lake Airport","Mildred Lake","Canada","NML","57.05559921","-111.5739975"
"4338","Mouilla Ville Airport","Mouila","Gabon","MJL","-1.84513998","11.05669975"
"1595","Humberto Delgado Airport (Lisbon Portela Airport)","Lisbon","Portugal","LIS","38.7813","-9.13592"
"9288","North Fork Valley Airport","Paonia","United States","WPO","38.83169937","-107.6460037"
"357","Siegerland Airport","Siegerland","Germany","SGE","50.70769882","8.082969666"
"5492","Playa Samara/Carrillo Airport","Carrillo","Costa Rica","PLD","9.870510101","-85.48139954"
"6497","Martin State Airport","Baltimore","United States","MTN","39.325699","-76.413803"
"2920","Nal Airport","Bikaner","India","BKB","28.07060051","73.2071991"
"8063","MONTE ALEGRE","","Brazil","MTE","-1.9964","-54.0708"
"9496","Billy Mitchell Airport","Frisco","United States","HNC","35.23279953","-75.61779785"
"3080","Sibu Airport","Sibu","Malaysia","SBW","2.261600018","111.9850006"
"10299","Ustupo Airport","Ustupo","Panama","UTU","9.1283","-77.9337"
"6407","Mattala Rajapaksa International Airport","Mattala","Sri Lanka","HRI","6.284467","81.124128"
